province,district,ward,long_province,long_district,long_ward,short_district,short_ward,province_english,district_english,ward_english,long_province_english,long_district_english,long_ward_english,short_district_english,short_ward_english,district_level,ward_level,district_level_english,ward_level_english
Hà Tĩnh,Cẩm Xuyên,Cẩm Thịnh,Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Thịnh,Cẩm Xuyên,Cẩm Thịnh,Ha Tinh,Cam Xuyen,Cam Thinh,Ha Tinh Province,Cam Xuyen District,Cam Thinh Commune,Cam Xuyen,Cam Thinh,Huyện,Xã,District,Commune
Hà Tĩnh,Cẩm Xuyên,Cẩm Mỹ,Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Mỹ,Cẩm Xuyên,Cẩm Mỹ,Ha Tinh,Cam Xuyen,Cam My,Ha Tinh Province,Cam Xuyen District,Cam My Commune,Cam Xuyen,Cam My,Huyện,Xã,District,Commune
Hà Tĩnh,Cẩm Xuyên,Cẩm Trung,Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Trung,Cẩm Xuyên,Cẩm Trung,Ha Tinh,Cam Xuyen,Cam Trung,Ha Tinh Province,Cam Xuyen District,Cam Trung Commune,Cam Xuyen,Cam Trung,Huyện,Xã,District,Commune
Hà Tĩnh,Cẩm Xuyên,Cẩm Sơn,Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Sơn,Cẩm Xuyên,Cẩm Sơn,Ha Tinh,Cam Xuyen,Cam Son,Ha Tinh Province,Cam Xuyen District,Cam Son Commune,Cam Xuyen,Cam Son,Huyện,Xã,District,Commune
Hà Tĩnh,Cẩm Xuyên,Cẩm Lạc,Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Lạc,Cẩm Xuyên,Cẩm Lạc,Ha Tinh,Cam Xuyen,Cam Lac,Ha Tinh Province,Cam Xuyen District,Cam Lac Commune,Cam Xuyen,Cam Lac,Huyện,Xã,District,Commune
Hà Tĩnh,Cẩm Xuyên,Cẩm Minh,Tỉnh Hà Tĩnh,Huyện Cẩm Xuyên,Xã Cẩm Minh,Cẩm Xuyên,Cẩm Minh,Ha Tinh,Cam Xuyen,Cam Minh,Ha Tinh Province,Cam Xuyen District,Cam Minh Commune,Cam Xuyen,Cam Minh,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Xuân,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Xuân,Kỳ Anh,Kỳ Xuân,Ha Tinh,Ky Anh District,Ky Xuan,Ha Tinh Province,Ky Anh District,Ky Xuan Commune,Ky Anh,Ky Xuan,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Bắc,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Bắc,Kỳ Anh,Kỳ Bắc,Ha Tinh,Ky Anh District,Ky Bac,Ha Tinh Province,Ky Anh District,Ky Bac Commune,Ky Anh,Ky Bac,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Phú,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Phú,Kỳ Anh,Kỳ Phú,Ha Tinh,Ky Anh District,Ky Phu,Ha Tinh Province,Ky Anh District,Ky Phu Commune,Ky Anh,Ky Phu,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Phong,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Phong,Kỳ Anh,Kỳ Phong,Ha Tinh,Ky Anh District,Ky Phong,Ha Tinh Province,Ky Anh District,Ky Phong Commune,Ky Anh,Ky Phong,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Tiến,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tiến,Kỳ Anh,Kỳ Tiến,Ha Tinh,Ky Anh District,Ky Tien,Ha Tinh Province,Ky Anh District,Ky Tien Commune,Ky Anh,Ky Tien,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Giang,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Giang,Kỳ Anh,Kỳ Giang,Ha Tinh,Ky Anh District,Ky Giang,Ha Tinh Province,Ky Anh District,Ky Giang Commune,Ky Anh,Ky Giang,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Đồng,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Đồng,Kỳ Anh,Kỳ Đồng,Ha Tinh,Ky Anh District,Ky Dong,Ha Tinh Province,Ky Anh District,Ky Dong Commune,Ky Anh,Ky Dong,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Khang,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Khang,Kỳ Anh,Kỳ Khang,Ha Tinh,Ky Anh District,Ky Khang,Ha Tinh Province,Ky Anh District,Ky Khang Commune,Ky Anh,Ky Khang,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Văn,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Văn,Kỳ Anh,Kỳ Văn,Ha Tinh,Ky Anh District,Ky Van,Ha Tinh Province,Ky Anh District,Ky Van Commune,Ky Anh,Ky Van,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Trung,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Trung,Kỳ Anh,Kỳ Trung,Ha Tinh,Ky Anh District,Ky Trung,Ha Tinh Province,Ky Anh District,Ky Trung Commune,Ky Anh,Ky Trung,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Thọ,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thọ,Kỳ Anh,Kỳ Thọ,Ha Tinh,Ky Anh District,Ky Tho,Ha Tinh Province,Ky Anh District,Ky Tho Commune,Ky Anh,Ky Tho,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Tây,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tây,Kỳ Anh,Kỳ Tây,Ha Tinh,Ky Anh District,Ky Tay,Ha Tinh Province,Ky Anh District,Ky Tay Commune,Ky Anh,Ky Tay,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Thượng,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thượng,Kỳ Anh,Kỳ Thượng,Ha Tinh,Ky Anh District,Ky Thuong,Ha Tinh Province,Ky Anh District,Ky Thuong Commune,Ky Anh,Ky Thuong,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Hải,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Hải,Kỳ Anh,Kỳ Hải,Ha Tinh,Ky Anh District,Ky Hai,Ha Tinh Province,Ky Anh District,Ky Hai Commune,Ky Anh,Ky Hai,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Thư,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thư,Kỳ Anh,Kỳ Thư,Ha Tinh,Ky Anh District,Ky Thu,Ha Tinh Province,Ky Anh District,Ky Thu Commune,Ky Anh,Ky Thu,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Châu,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Châu,Kỳ Anh,Kỳ Châu,Ha Tinh,Ky Anh District,Ky Chau,Ha Tinh Province,Ky Anh District,Ky Chau Commune,Ky Anh,Ky Chau,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Tân,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tân,Kỳ Anh,Kỳ Tân,Ha Tinh,Ky Anh District,Ky Tan,Ha Tinh Province,Ky Anh District,Ky Tan Commune,Ky Anh,Ky Tan,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Lâm Hợp,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Lâm Hợp,Kỳ Anh,Lâm Hợp,Ha Tinh,Ky Anh District,Lam Hop,Ha Tinh Province,Ky Anh District,Lam Hop Commune,Ky Anh,Lam Hop,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Sơn,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Sơn,Kỳ Anh,Kỳ Sơn,Ha Tinh,Ky Anh District,Ky Son,Ha Tinh Province,Ky Anh District,Ky Son Commune,Ky Anh,Ky Son,Huyện,Xã,District,Commune
Hà Tĩnh,Huyện Kỳ Anh,Kỳ Lạc,Tỉnh Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Lạc,Kỳ Anh,Kỳ Lạc,Ha Tinh,Ky Anh District,Ky Lac,Ha Tinh Province,Ky Anh District,Ky Lac Commune,Ky Anh,Ky Lac,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Tân Lộc,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Tân Lộc,Lộc Hà,Tân Lộc,Ha Tinh,Loc Ha,Tan Loc,Ha Tinh Province,Loc Ha District,Tan Loc Commune,Loc Ha,Tan Loc,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Hồng Lộc,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Hồng Lộc,Lộc Hà,Hồng Lộc,Ha Tinh,Loc Ha,Hong Loc,Ha Tinh Province,Loc Ha District,Hong Loc Commune,Loc Ha,Hong Loc,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Thịnh Lộc,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thịnh Lộc,Lộc Hà,Thịnh Lộc,Ha Tinh,Loc Ha,Thinh Loc,Ha Tinh Province,Loc Ha District,Thinh Loc Commune,Loc Ha,Thinh Loc,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Bình An,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Bình An,Lộc Hà,Bình An,Ha Tinh,Loc Ha,Binh An,Ha Tinh Province,Loc Ha District,Binh An Commune,Loc Ha,Binh An,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Ích Hậu,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Ích Hậu,Lộc Hà,Ích Hậu,Ha Tinh,Loc Ha,Ich Hau,Ha Tinh Province,Loc Ha District,Ich Hau Commune,Loc Ha,Ich Hau,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Phù Lưu,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Phù Lưu,Lộc Hà,Phù Lưu,Ha Tinh,Loc Ha,Phu Luu,Ha Tinh Province,Loc Ha District,Phu Luu Commune,Loc Ha,Phu Luu,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Lộc Hà,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Thị trấn Lộc Hà,Lộc Hà,Lộc Hà,Ha Tinh,Loc Ha,Loc Ha,Ha Tinh Province,Loc Ha District,Loc Ha Town,Loc Ha,Loc Ha,Huyện,Thị trấn,District,Town
Hà Tĩnh,Lộc Hà,Thạch Mỹ,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Mỹ,Lộc Hà,Thạch Mỹ,Ha Tinh,Loc Ha,Thach My,Ha Tinh Province,Loc Ha District,Thach My Commune,Loc Ha,Thach My,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Thạch Kim,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Kim,Lộc Hà,Thạch Kim,Ha Tinh,Loc Ha,Thach Kim,Ha Tinh Province,Loc Ha District,Thach Kim Commune,Loc Ha,Thach Kim,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Thạch Châu,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Châu,Lộc Hà,Thạch Châu,Ha Tinh,Loc Ha,Thach Chau,Ha Tinh Province,Loc Ha District,Thach Chau Commune,Loc Ha,Thach Chau,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Hộ Độ,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Hộ Độ,Lộc Hà,Hộ Độ,Ha Tinh,Loc Ha,Ho Do,Ha Tinh Province,Loc Ha District,Ho Do Commune,Loc Ha,Ho Do,Huyện,Xã,District,Commune
Hà Tĩnh,Lộc Hà,Mai Phụ,Tỉnh Hà Tĩnh,Huyện Lộc Hà,Xã Mai Phụ,Lộc Hà,Mai Phụ,Ha Tinh,Loc Ha,Mai Phu,Ha Tinh Province,Loc Ha District,Mai Phu Commune,Loc Ha,Mai Phu,Huyện,Xã,District,Commune
Hà Tĩnh,Thị xã Kỳ Anh,Hưng Trí,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Phường Hưng Trí,Kỳ Anh,Hưng Trí,Ha Tinh,Ky Anh Town,Hung Tri,Ha Tinh Province,Ky Anh Town,Hung Tri Ward,Ky Anh,Hung Tri,Thị xã,Phường,Town,Ward
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Ninh,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Ninh,Kỳ Anh,Kỳ Ninh,Ha Tinh,Ky Anh Town,Ky Ninh,Ha Tinh Province,Ky Anh Town,Ky Ninh Commune,Ky Anh,Ky Ninh,Thị xã,Xã,Town,Commune
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Lợi,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Lợi,Kỳ Anh,Kỳ Lợi,Ha Tinh,Ky Anh Town,Ky Loi,Ha Tinh Province,Ky Anh Town,Ky Loi Commune,Ky Anh,Ky Loi,Thị xã,Xã,Town,Commune
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Hà,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Hà,Kỳ Anh,Kỳ Hà,Ha Tinh,Ky Anh Town,Ky Ha,Ha Tinh Province,Ky Anh Town,Ky Ha Commune,Ky Anh,Ky Ha,Thị xã,Xã,Town,Commune
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Trinh,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Trinh,Kỳ Anh,Kỳ Trinh,Ha Tinh,Ky Anh Town,Ky Trinh,Ha Tinh Province,Ky Anh Town,Ky Trinh Ward,Ky Anh,Ky Trinh,Thị xã,Phường,Town,Ward
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Thịnh,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Thịnh,Kỳ Anh,Kỳ Thịnh,Ha Tinh,Ky Anh Town,Ky Thinh,Ha Tinh Province,Ky Anh Town,Ky Thinh Ward,Ky Anh,Ky Thinh,Thị xã,Phường,Town,Ward
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Hoa,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Hoa,Kỳ Anh,Kỳ Hoa,Ha Tinh,Ky Anh Town,Ky Hoa,Ha Tinh Province,Ky Anh Town,Ky Hoa Commune,Ky Anh,Ky Hoa,Thị xã,Xã,Town,Commune
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Phương,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Phương,Kỳ Anh,Kỳ Phương,Ha Tinh,Ky Anh Town,Ky Phuong,Ha Tinh Province,Ky Anh Town,Ky Phuong Ward,Ky Anh,Ky Phuong,Thị xã,Phường,Town,Ward
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Long,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Long,Kỳ Anh,Kỳ Long,Ha Tinh,Ky Anh Town,Ky Long,Ha Tinh Province,Ky Anh Town,Ky Long Ward,Ky Anh,Ky Long,Thị xã,Phường,Town,Ward
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Liên,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Liên,Kỳ Anh,Kỳ Liên,Ha Tinh,Ky Anh Town,Ky Lien,Ha Tinh Province,Ky Anh Town,Ky Lien Ward,Ky Anh,Ky Lien,Thị xã,Phường,Town,Ward
Hà Tĩnh,Thị xã Kỳ Anh,Kỳ Nam,Tỉnh Hà Tĩnh,Thị xã Kỳ Anh,Xã Kỳ Nam,Kỳ Anh,Kỳ Nam,Ha Tinh,Ky Anh Town,Ky Nam,Ha Tinh Province,Ky Anh Town,Ky Nam Commune,Ky Anh,Ky Nam,Thị xã,Xã,Town,Commune
Quảng Bình,Đồng Hới,Hải Thành,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Hải Thành,Đồng Hới,Hải Thành,Quang Binh,Dong Hoi,Hai Thanh,Quang Binh Province,Dong Hoi City,Hai Thanh Ward,Dong Hoi,Hai Thanh,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Đồng Phú,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Đồng Phú,Đồng Hới,Đồng Phú,Quang Binh,Dong Hoi,Dong Phu,Quang Binh Province,Dong Hoi City,Dong Phu Ward,Dong Hoi,Dong Phu,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Bắc Lý,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Bắc Lý,Đồng Hới,Bắc Lý,Quang Binh,Dong Hoi,Bac Ly,Quang Binh Province,Dong Hoi City,Bac Ly Ward,Dong Hoi,Bac Ly,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Nam Lý,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Nam Lý,Đồng Hới,Nam Lý,Quang Binh,Dong Hoi,Nam Ly,Quang Binh Province,Dong Hoi City,Nam Ly Ward,Dong Hoi,Nam Ly,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Đồng Hải,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Đồng Hải,Đồng Hới,Đồng Hải,Quang Binh,Dong Hoi,Dong Hai,Quang Binh Province,Dong Hoi City,Dong Hai Ward,Dong Hoi,Dong Hai,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Đồng Sơn,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Đồng Sơn,Đồng Hới,Đồng Sơn,Quang Binh,Dong Hoi,Dong Son,Quang Binh Province,Dong Hoi City,Dong Son Ward,Dong Hoi,Dong Son,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Phú Hải,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Phú Hải,Đồng Hới,Phú Hải,Quang Binh,Dong Hoi,Phu Hai,Quang Binh Province,Dong Hoi City,Phu Hai Ward,Dong Hoi,Phu Hai,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Bắc Nghĩa,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Bắc Nghĩa,Đồng Hới,Bắc Nghĩa,Quang Binh,Dong Hoi,Bac Nghia,Quang Binh Province,Dong Hoi City,Bac Nghia Ward,Dong Hoi,Bac Nghia,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Đức Ninh Đông,Tỉnh Quảng Bình,Thành phố Đồng Hới,Phường Đức Ninh Đông,Đồng Hới,Đức Ninh Đông,Quang Binh,Dong Hoi,Duc Ninh Dong,Quang Binh Province,Dong Hoi City,Duc Ninh Dong Ward,Dong Hoi,Duc Ninh Dong,Thành phố,Phường,City,Ward
Quảng Bình,Đồng Hới,Quang Phú,Tỉnh Quảng Bình,Thành phố Đồng Hới,Xã Quang Phú,Đồng Hới,Quang Phú,Quang Binh,Dong Hoi,Quang Phu,Quang Binh Province,Dong Hoi City,Quang Phu Commune,Dong Hoi,Quang Phu,Thành phố,Xã,City,Commune
Quảng Bình,Đồng Hới,Lộc Ninh,Tỉnh Quảng Bình,Thành phố Đồng Hới,Xã Lộc Ninh,Đồng Hới,Lộc Ninh,Quang Binh,Dong Hoi,Loc Ninh,Quang Binh Province,Dong Hoi City,Loc Ninh Commune,Dong Hoi,Loc Ninh,Thành phố,Xã,City,Commune
Quảng Bình,Đồng Hới,Bảo Ninh,Tỉnh Quảng Bình,Thành phố Đồng Hới,Xã Bảo Ninh,Đồng Hới,Bảo Ninh,Quang Binh,Dong Hoi,Bao Ninh,Quang Binh Province,Dong Hoi City,Bao Ninh Commune,Dong Hoi,Bao Ninh,Thành phố,Xã,City,Commune
Quảng Bình,Đồng Hới,Nghĩa Ninh,Tỉnh Quảng Bình,Thành phố Đồng Hới,Xã Nghĩa Ninh,Đồng Hới,Nghĩa Ninh,Quang Binh,Dong Hoi,Nghia Ninh,Quang Binh Province,Dong Hoi City,Nghia Ninh Commune,Dong Hoi,Nghia Ninh,Thành phố,Xã,City,Commune
Quảng Bình,Đồng Hới,Thuận Đức,Tỉnh Quảng Bình,Thành phố Đồng Hới,Xã Thuận Đức,Đồng Hới,Thuận Đức,Quang Binh,Dong Hoi,Thuan Duc,Quang Binh Province,Dong Hoi City,Thuan Duc Commune,Dong Hoi,Thuan Duc,Thành phố,Xã,City,Commune
Quảng Bình,Đồng Hới,Đức Ninh,Tỉnh Quảng Bình,Thành phố Đồng Hới,Xã Đức Ninh,Đồng Hới,Đức Ninh,Quang Binh,Dong Hoi,Duc Ninh,Quang Binh Province,Dong Hoi City,Duc Ninh Commune,Dong Hoi,Duc Ninh,Thành phố,Xã,City,Commune
Quảng Bình,Minh Hóa,Quy Đạt,Tỉnh Quảng Bình,Huyện Minh Hóa,Thị trấn Quy Đạt,Minh Hóa,Quy Đạt,Quang Binh,Minh Hoa,Quy Dat,Quang Binh Province,Minh Hoa District,Quy Dat Town,Minh Hoa,Quy Dat,Huyện,Thị trấn,District,Town
Quảng Bình,Minh Hóa,Dân Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Dân Hóa,Minh Hóa,Dân Hóa,Quang Binh,Minh Hoa,Dan Hoa,Quang Binh Province,Minh Hoa District,Dan Hoa Commune,Minh Hoa,Dan Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Trọng Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Trọng Hóa,Minh Hóa,Trọng Hóa,Quang Binh,Minh Hoa,Trong Hoa,Quang Binh Province,Minh Hoa District,Trong Hoa Commune,Minh Hoa,Trong Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Hóa Phúc,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Phúc,Minh Hóa,Hóa Phúc,Quang Binh,Minh Hoa,Hoa Phuc,Quang Binh Province,Minh Hoa District,Hoa Phuc Commune,Minh Hoa,Hoa Phuc,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Hồng Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hồng Hóa,Minh Hóa,Hồng Hóa,Quang Binh,Minh Hoa,Hong Hoa,Quang Binh Province,Minh Hoa District,Hong Hoa Commune,Minh Hoa,Hong Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Hóa Thanh,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Thanh,Minh Hóa,Hóa Thanh,Quang Binh,Minh Hoa,Hoa Thanh,Quang Binh Province,Minh Hoa District,Hoa Thanh Commune,Minh Hoa,Hoa Thanh,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Hóa Tiến,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Tiến,Minh Hóa,Hóa Tiến,Quang Binh,Minh Hoa,Hoa Tien,Quang Binh Province,Minh Hoa District,Hoa Tien Commune,Minh Hoa,Hoa Tien,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Hóa Hợp,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Hợp,Minh Hóa,Hóa Hợp,Quang Binh,Minh Hoa,Hoa Hop,Quang Binh Province,Minh Hoa District,Hoa Hop Commune,Minh Hoa,Hoa Hop,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Xuân Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Xuân Hóa,Minh Hóa,Xuân Hóa,Quang Binh,Minh Hoa,Xuan Hoa,Quang Binh Province,Minh Hoa District,Xuan Hoa Commune,Minh Hoa,Xuan Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Yên Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Yên Hóa,Minh Hóa,Yên Hóa,Quang Binh,Minh Hoa,Yen Hoa,Quang Binh Province,Minh Hoa District,Yen Hoa Commune,Minh Hoa,Yen Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Minh Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Minh Hóa,Minh Hóa,Minh Hóa,Quang Binh,Minh Hoa,Minh Hoa,Quang Binh Province,Minh Hoa District,Minh Hoa Commune,Minh Hoa,Minh Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Tân Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Tân Hóa,Minh Hóa,Tân Hóa,Quang Binh,Minh Hoa,Tan Hoa,Quang Binh Province,Minh Hoa District,Tan Hoa Commune,Minh Hoa,Tan Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Hóa Sơn,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Hóa Sơn,Minh Hóa,Hóa Sơn,Quang Binh,Minh Hoa,Hoa Son,Quang Binh Province,Minh Hoa District,Hoa Son Commune,Minh Hoa,Hoa Son,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Trung Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Trung Hóa,Minh Hóa,Trung Hóa,Quang Binh,Minh Hoa,Trung Hoa,Quang Binh Province,Minh Hoa District,Trung Hoa Commune,Minh Hoa,Trung Hoa,Huyện,Xã,District,Commune
Quảng Bình,Minh Hóa,Thượng Hóa,Tỉnh Quảng Bình,Huyện Minh Hóa,Xã Thượng Hóa,Minh Hóa,Thượng Hóa,Quang Binh,Minh Hoa,Thuong Hoa,Quang Binh Province,Minh Hoa District,Thuong Hoa Commune,Minh Hoa,Thuong Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Đồng Lê,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Thị trấn Đồng Lê,Tuyên Hóa,Đồng Lê,Quang Binh,Tuyen Hoa,Dong Le,Quang Binh Province,Tuyen Hoa District,Dong Le Town,Tuyen Hoa,Dong Le,Huyện,Thị trấn,District,Town
Quảng Bình,Tuyên Hóa,Hương Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Hương Hóa,Tuyên Hóa,Hương Hóa,Quang Binh,Tuyen Hoa,Huong Hoa,Quang Binh Province,Tuyen Hoa District,Huong Hoa Commune,Tuyen Hoa,Huong Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Kim Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Kim Hóa,Tuyên Hóa,Kim Hóa,Quang Binh,Tuyen Hoa,Kim Hoa,Quang Binh Province,Tuyen Hoa District,Kim Hoa Commune,Tuyen Hoa,Kim Hoa,Huyện,Xã,District,Commune
